Text,Language
jeg er s glad for at det var fyre s tninger p engelsk lad mig vide om dette var nyttigt ved at lide denne video og kommentere nedenfor hvis du kender flere seje s tninger,Danish
det ville v re godt der er en r d knap derovre et eller andet sted,Danish
hej og velkommen,Danish
i denne video vil jeg give dig almindelige og meget nyttige s tninger som du kan bruge i samtale,Danish
n r du h rer en s tning ve sig efter mig,Danish
pr v at kopiere min udtale n jagtigt inklusive den stemmetone jeg bruger,Danish
okay lad os begynde,Danish
grundl ggende hilsner hvordan g r det,Danish
hvordan g r det,Danish
hvad s,Danish
dejligt at m de dig,Danish
lang tid siden,Danish
hvordan har du haft det,Danish
mange tak,Danish
hvad med dig,Danish
ikke meget,Danish
det s dvanlige,Danish
jeg er n dt til at komme i gang,Danish
det var et gl deligt m de du ser dig senere,Danish
holde kontakt,Danish
sp rger om information,Danish
kunne du fort lle mig hvad dette ord betyder,Danish
ville du tilf ldigvis vide hvor biblioteket er,Danish
t ver,Danish
det er et godt sp rgsm l,Danish
lad mig se,Danish
lad mig t nke et jeblik,Danish
beder om gentagelse,Danish
undskyld mig,Danish
undskyld det fangede jeg ikke,Danish
har du noget imod at gentage det,Danish
kan du tale lidt langsommere v r venlig,Danish
siger jeg ved det ikke,Danish
jeg er bange for at jeg ikke har nogen id,Danish
kan ikke hj lpe dig der undskyld,Danish
sl r mig,Danish
meninger,Danish
hvad mener du om det,Danish
hvad er dit syn p dette,Danish
det synes jeg er en god id,Danish
jeg tror rligt talt ikke at det kommer til at fungere,Danish
s vidt jeg er bekymret for er dette den bedste restaurant i byen,Danish
undg r et sp rgsm l,Danish
jeg har ikke en mening om sagen,Danish
lad mig komme tilbage til dig om det,Danish
jeg har ikke frihed til at sige,Danish
enig og uenig,Danish
jeg kunne ikke v re mere enig,Danish
du har helt ret,Danish
jeg er enig med dig,Danish
du rammer neglen p hovedet,Danish
jeg er ikke sikker p at jeg er enig,Danish
jeg er bange for at jeg er uenig,Danish
jeg tror du tager fejl,Danish
afbryder h fligt,Danish
undskyld at afbryde dig,Danish
kan jeg stoppe dig der et jeblik,Danish
har du noget imod det hvis jeg springer herinde,Danish
forts t,Danish
g videre,Danish
lad mig afslutte,Danish
hold et jeblik,Danish
forslag,Danish
hvad siger du vi g r i biografen,Danish
hvad med at have pizza til middag i aften,Danish
det ville v re rart,Danish
lyder godt for mig,Danish
det er jeg ikke sikker p,Danish
nej det tror jeg ikke,Danish
laver planer,Danish
hvad laver du i aften,Danish
har du planer om i morgen,Danish
er du fri n ste l rdag,Danish
vil du g re noget i weekenden,Danish
sikkert hvad har du i tankerne,Danish
jeg er fri hele weekenden lad os g re noget,Danish
nej undskyld jeg har allerede gale nogle planer,Danish
jeg har lidt travlt i morgen,Danish
jeg ville elske at g re noget men det kan jeg ikke,Danish
tilladelse,Danish
har du noget imod det hvis jeg bruger din mobiltelefon,Danish
ville det v re okay hvis jeg tog fri i morgen,Danish
ja v r venlig at g videre,Danish
nej slet ikke,Danish
desv rre er jeg n dt til at sige nej,Danish
jeg ville hellere have at du ikke gjorde det,Danish
jeg er bange for at jeg g r det,Danish
frems tter anmodninger,Danish
kunne du give mig saltet v r venlig,Danish
har du noget imod at l ne mig nogle penge,Danish
jeg spekulerede p om du kunne hj lpe mig med dette,Danish
sikkert ikke noget problem,Danish
ja selvf lgelig,Danish
jeg vil gerne hj lpe,Danish
undskyld jeg kan ikke lige nu,Danish
jeg er bange for at jeg ikke kan frems tter tilbud,Danish
kan jeg skaffe dig et glas vand,Danish
hvad med noget is,Danish
vil du have at jeg giver dig en tur hjem,Danish
ja tak,Danish
det ville v re godt tak,Danish
jeg har det godt men tak for at tilbyde,Danish
nej jeg er god tak,Danish
takke folk,Danish
tusind tak,Danish
sk l jeg s tter stor pris p det,Danish
det er meget venligt af dig,Danish
jeg kan ikke takke dig nok,Danish
det er ikke noget,Danish
n vner det ikke,Danish
n r som helst,Danish
min forn jelse,Danish
beder nogen om at vente,Danish
kan du holde et jeblik tak,Danish
h ng p et sekund,Danish
b re med mig et jeblik,Danish
jeg har ret med dig,Danish
undskylder,Danish
jeg er virkelig ked af det,Danish
v r venlig at acceptere min undskyldning,Danish
skal du ikke bekymre dig om det,Danish
ingen problemer,Danish
okay hvis du vil have flere lektioner om almindelige s tninger og s tninger s lad mig det vide i kommentarfeltet nedenfor,Danish
ogs hvis du kunne lide denne video skal du give tommelfingrene op ved at trykke p lignende knappen og huske at abonnere p denne kanal ved at klikke p knappen abonner for at f mine seneste lektioner lige her p youtube,Danish
glad l ring og jeg vil snart se dig i en anden lektion,Danish
det gyldne br d engang i en lille landsby boede en kvinde ved navn marion,Danish
med sin eneste datter var narcisa marion ekstremt ydmyg og s d narcisa var dog helt det modsatte du ser hun var smuk ud over ord hun var som en levende,Danish
dukke og den mest underholdende del er at hun elskede sig selv til ingen form l narcisa ville du,Danish
hj lp mig med at bage br det hej ingen m de mor melpiger alle mine lyse og glitrende jne,Danish
narcisa vil du hj lpe mig med at plante disse fr hvad hvorfor skulle jeg g re det hvad har jeg alt det snavs p mine dejlige fingre v rre hvad hvis det gik p mit ansigt det var problemet med narcisa,Danish
hun syntes sig for stor til at udf re noget arbejde mange friere kom for at bede om narcissus i gteskab,Danish
da hendes sk nhed var kendt vidt og bredt men hun afviste dem alle meget uh fligt hvorfor sendte du disse m nd v k i g r de syntes gode du kan ikke v re seri s mor en af dem,Danish
havde s sm jne n sten som en fugles og den anden havde en enorm n se jeg ville ikke v re i n rheden af ham,Danish
da han nysede h h og det sidste stop nej jeg vil ikke h re mere alt hvad jeg kunne se var at disse m nd var rigtig flinke min k re du skal vide den sk nhed,Danish
er ikke alt mor du er n dt til at indse jeg fortjener nogen som en prins eller en ridder,Danish
h k re en nat da hun sov sad mor ved hendes side og s p hende,Danish
min k re barn du er s smuk og dejlig men du er ligeglad med andet end din sk nhed,Danish
i det jeblik begyndte narcissus at grine i s vnen hendes mor var meget overrasket over hvor dejlig hun m tte have en rigtig sjov dr m n ste morgen n r narcissus,Danish
jeg v gnede hun smilede alt sammen og fniser her skat fort l mig hvad dr mte du om,Danish
i aftes godt mor det var s dan en fantastisk dr m du ved at der var denne prins der kom op til mig,Danish
og sagde at han ville gifte sig med mig han var kommet i en gylden vogn og han var kl dt ovenfra og ned og guld ogs hvad en fjollet dr m,Danish
og du ved den bedste del af det var da jeg var i min brudekjole som ogs var af guld selvf lgelig stirrede alle kun p mig narcisa der er ikke noget fantastisk ved den dr m,Danish
det var en meget egoistisk dr mmemor du ved ikke hvad du siger at dr mmen har f et mig til at indse at jeg har brug for mad meget st rre end den type jeg spiser her hjemme br d lavet af guld,Danish
t nk bare p den stakkels narcissemor var s bekymret for sin datter og hvordan,Danish
hun ville leve sit liv den dag to venner kom for at bes ge narcissemor de var mellie og terry de tre af dem havde v ret venner i revis men terry og ellie havde begge en hemmelighed,Danish
var magiske v sener noget som narcisses mor ikke vidste noget om terry melli h det er s godt at se dig det har v ret meget l nge t det hvordan har du v ret jeg har v ret meget god jeg ville have v ret bedre hvis kun hvis kun hvad hvis kun min datter narcisa var lidt mere forst elig marian fortalte mellie og terry alt om narcisa og hvordan hun var bekymret for hende hun vil spise br d lavet af guld hvad g r jeg godt med hende m ske hvis hendes dr m g r i opfyldelse,Danish
det ville v re vidunderligt ville det ikke godt uanset hvad jeg tror med tiden vil hun vokse til at l re lad os tale om noget andet,Danish
nu vinkede mellie og terry farvel til deres gamle ven og gik smilende til hinanden hemmeligt den aften b de mor og datter,Danish
blev klar til seng mor jeg h ber virkelig min dr m g r i opfyldelse du ved h narcisa den n ste dag da narcisa og hendes mor var udenfor i deres have en smuk,Danish
gylden vogn kom ridende op til dem den var besat i delstene og diamanter og s ekstremt fantastisk ud,Danish
da det stoppede kom en smuk mand ud af det og kiggede p narcisa hun blev helt overrasket over hvor smuk han var min dr m er faktisk at g i opfyldelse umm,Danish
hvad hej jeg er kommet her for at bede om narcissus i gteskab men hvordan ved du hendes navn og hvem er du,Danish
jeg er terrence engelen med lykke din datters navn og sk nhed er kendt overalt i verden her jeg har givet dig en gave men du kender ham n ppe du kan ikke g med ham,Danish
h fjollet han er rig og smuk hvad mere kan jeg nske mig forf rdelse jeg accepterer dit forslag,Danish
og med det gik hun ind i hans vogn og uden engang at sige farvel til sin mor red med englen da de rejste kom vognen pludselig ind i en magisk portal der den rejste gennem et stormfuldt omr de vognen st dte enormt rundt og narcissa,Danish
var meget bange skal du ikke bekymre dig min k re alt dette vil snart v re forbi ligesom han sagde dette at vognen gik gennem en anden portal og n ede indk rslen,Danish
af et stort og storsl et gyldent slot narcisa var forbl ffet over al den sk nhed hun s jeg vidste jeg fortjener s mange rigdom jeg vidste at du kunne lide det hvad du vil du finder her fra den smukkeste kjole til den mest l kre mad alt sammen i mit palads godt taler om mad er jeg virkelig sulten efter den tur jeg m sulter kan jeg f noget af den velsmagende mad selvf lgelig her k d ildelugtende melissa hun f r dig hvad du vil have jeg har h rt s meget om dig du stakkels k re du er sulten er du ikke kommer lad os g til spisebordet og jeg f r dig noget mad h tak de gik ind i spisestuen og der p bordet var den mest forbl ffende mad som narcisa nogensinde havde set forbl ffende fordi det er at syltet j er lavet,Danish
af rubiner salater af smaragder og br d derovre er lavet af guldgyldent br d hvor dejligt dette marmelade vil se ud og smage dejligt med det br d hun tog et stykke med,Danish
rubin marmelade p det og tog en k mpe bid det er s varmt jeg kan ikke spise det godt det er br d lavet af guld og det fineste ogs men hvis du ikke kan spise det skal jeg skaffe dig s lvbr d s lv he hvorfor ikke du spiser,Danish
noget andet men jeg vil have normalt br dbr d som jeg kan spise har du ikke det blik s kone til at v re fra min far skal det er koldt du skal kun spise den bedste narcis jeg kiggede p al mad,Danish
men blev s nderknust for alt der var uspiselig hun begyndte snart at gr de jeg vil ikke have det men maden er virkelig god,Danish
pr v nogle gyldne kartofler her de er rigtig gode og n r du er gift med mig,Danish
du bliver n dt til at spise alt dette jeg troede du kunne lide fancy ting nej jeg vil ikke gifte dig jeg vil hjem,Danish
til min mor lad mig g hjem melissa og terrence s p hinanden og blinkede godt,Danish
hvis det virkelig er hvad du vil have s tager jeg dig hjem terrence tog gr dende og ulykkelig,Danish
narcis hjemme i vognen begyndte hun at t nke dybt over de valg hun havde taget da hun kom hjem,Danish
hun l b for at kramme sin mor der sad trist i huset heller ikke s ster min s de datter jeg troede jeg ville aldrig se dig igen,Danish
h mor jeg elsker dig s meget og du havde ret udseende og rigdom er ikke alt hvad guldbr det var ubrugeligt da jeg ikke kunne spise det og manden selvom,Danish
han var smuk han passede slet ikke p mig men min k re er du klar over at det var n jagtigt hvordan du behandlede andre jeg ved jeg er s ked af den m de jeg handlede mor h nej det er okay siden du har set,Danish
hvad din fejl var kom lad os fodre dig med noget p nt fra den dag og frem,Danish
narcisa ndrede sine m der hun k mpede i starten men langsomt og t lmodigt begyndte hun at blive meget p nere en dag mellie og terry kom for at m de marian igen oh hej i to s fort l os marian,Danish
hvordan s narcissisme fortalte marian dem begge alt hvad der var sket og hun har ndret sig s meget fra den tid,Danish
har hun jeg g tte hun ville ikke have mere guldbr d nu he ved du,Danish
terry du ser faktisk lidt ud som den engel men hvad ser jeg hvordan kunne du v re ham i to er s flinke,Danish
nature una delle pi antiche ed importanti riviste scientifiche esistenti forse in assoluto quella considerata di maggior prestigio nell ambito della comunit scientifica internazionale insieme a science,Italian
viene pubblicata fin dal novembre,Italian
nonostante la maggior parte delle riviste del campo siano oggi altamente specializzate nature uno dei pochi giornali insieme ad altri mensili quali science e proceedings of the national academy of sciences che pubblica ancora articoli originali su svariati campi scientifici,Italian
molti sono gli avanzamenti e le scoperte provenienti da molti campi della ricerca scientifica che sono stati pubblicati su nature come articoli o lettere ad esempio la scoperta dei raggi x la natura ondulatoria delle particelle la scoperta dei neutroni le scoperte sulla fissione nucleare la struttura a doppia elica del dna la prima struttura molecolare di una proteina la mioglobina la tettonica a zolle il buco dell ozono la prima clonazione di un mammifero la pecora dolly il sequenziamento del genoma umano,Italian
il fattore di impatto impact factor di questa rivista supera nel l enorme valore di,Italian
oltre a nature stesso ci sono tre famiglie di riviste scientifiche legate a nature edite dal nature publishing group in un intervista pubblicata nel su the guardian randy schekman rilascia delle dichiarazioni riguardanti le grandi riviste scientifiche facendo il nome di nature science o cell additandole come colpevoli di danneggiare l attivit di ricerca scientifica,Italian
secondo randy schekman l incentivo pi forte nella ricerca scientifica quello di vedere pubblicate le proprie ricerche nelle prestigiose riviste scientifiche poich a questo viene fatto coincidere il pi alto riconoscimento del proprio lavoro tale ragionamento razionale ma non porta sempre a servire gli interessi della propria professione n quelli dell umanit o della societ,Italian
questo perch le grandi riviste scientifiche tendono a curare in modo aggressivo i loro brand mettendo al primo posto la vendita di abbonamenti pi che la pubblicazione di tutte le ricerche pi significative mentre pubblicano molte ricerche rilevanti tendono tuttavia a non pubblicare tutte le ricerche rilevanti n sono gli unici a pubblicarle,Italian
nell articolo randy schekman critica sia la selezione assai restrittiva delle ricerche pubblicate da parte delle riviste scientifiche famose sia l impact factor considerandolo come un trucco di marketing dietro il quale le grandi riviste acquistano notoriet infatti l impact factor misura solamente il numero delle volte che una determinata rivista scientifica risulta citata nelle ricerche scientifiche successive senza considerare la qualit o l importanza della ricerca stessa una rivista scientifica pu venire citata perch pubblica ricerche significative o anche perch pubblica qualcosa di accattivante provocativo o addirittura sbagliato,Italian
questo influenza l attivit di ricerca in quanto la indirizza in quella direzione dove possibile tirare fuori le conclusioni che vogliono queste riviste scoraggiando invece una direzione che potrebbe essere pi importante ma magari meno accattivante ai lettori,Italian
altri progetti wikipedia pronuncia vedi sotto un enciclopedia online a contenuto libero collaborativa multilingue e gratuita nata nel sostenuta e ospitata dalla wikimedia foundation un organizzazione non a scopo di lucro statunitense,Italian
lanciata da jimmy wales e larry sanger il gennaio inizialmente nell edizione in lingua inglese nei mesi successivi ha aggiunto edizioni in numerose altre lingue,Italian
sanger ne sugger il nome una parola macedonia nata dall unione della radice wiki al suffisso pedia da enciclopedia,Italian
etimologicamente wikipedia significa cultura veloce dal termine hawaiano wiki veloce con l aggiunta del suffisso pedia dal greco antico paideia formazione,Italian
con pi di milioni di voci in oltre lingue l enciclopedia pi grande mai scritta tra i dieci siti web pi visitati al mondo e costituisce la maggiore e pi consultata opera di riferimento generalista su internet,Italian
wikipedia prese il via come progetto complementare di nupedia un progetto per la creazione di un enciclopedia libera online le cui voci erano scritte da esperti volontari attraverso un processo formale di revisione,Italian
nupedia venne fondata il marzo dalla societ bomis proprietaria dell omonimo portale di ricerca,Italian
le figure principali erano jimmy wales allora ceo della bomis e larry sanger redattore capo di nupedia e successivamente di wikipedia,Italian
per il concetto di wiki wales e sanger dichiararono di essersi ispirati ai siti wikiwikiweb o portland pattern repository di ward cunningham,Italian
wikipedia che esisteva gi come servizio di nupedia com dal gennaio fu formalmente lanciata il gennaio successivo sul sito wikipedia com in lingua inglese,Italian
verso maggio giunsero i primi utenti registrati e nel corso dell anno si svilupparono le edizioni in francese tedesco inglese catalano spagnolo svedese portoghese e a fine anno italiano,Italian
alla fine del suo primo anno di esistenza l enciclopedia arriv a contare quasi voci su edizioni in lingue differenti,Italian
raggiunse edizioni in lingua alla fine del alla fine del e alla fine del,Italian
nupedia e wikipedia coesistettero finch i server della prima furono chiusi definitivamente nel e i suoi testi incorporati in wikipedia nupedia aveva sofferto un tasso di crescita estremamente lento a causa dei complicati processi di revisione riuscendo a pubblicare solo voci sanger usc di scena e un gruppo di utenti attu una biforcazione della wikipedia in spagnolo per costituire l enciclopedia libre,Italian
da wikipedia e nupedia nacque nel la wikimedia foundation l organizzazione non profit che sostiene wikipedia e i progetti fratelli il primo dei quali fu in memoriam september wiki che nel tempo si sono aggiunti ognuno dei quali specializzato in un determinato ambito del sapere,Italian
la wikimedia foundation ha infatti successivamente dato vita a progetti complementari tra i quali wiktionary wikibooks wikisource wikispecies wikiquote wikinotizie wikiversit e wikivoyage,Italian
wales cedette tutti i diritti alla fondazione da lui promossa che tuttora gestisce i marchi e l infrastruttura informatica garantendo che la gestione dei contenuti rimanesse affidata alla comunit degli utenti,Italian
se nei primi due anni cresceva alla velocit di poche centinaia o meno di nuove voci al giorno l edizione in inglese di wikipedia raggiunse il traguardo delle voci nel gennaio mentre nel sub un esplosione raddoppiando le dimensioni in un anno con un aumento da a voci al giorno,Italian
wikipedia ha raggiunto la sua milionesima voce tra le edizioni in lingua all epoca presenti il settembre,Italian
a partire dal iniziata a costituirsi una rete di associazioni nazionali collegate alla wikimedia foundation chiamati capitoli ufficiali tra le quali wikimedia italia fondata nel,Italian
nel settembre dello stesso anno l edizione in italiano ha superato le voci,Italian
da quando wikipedia ha raggiunto un considerevole numero di voci e di utilizzatori diventata un tipico fenomeno del web grazie anche alla sua particolarit di essere rapidamente modificabile e aggiornabile da chiunque,Italian
nel settembre l edizione in inglese ha tagliato lo storico traguardo di milioni di voci divenendo la pi vasta enciclopedia mai scritta superando l enciclopedia yongle che ha detenuto tale primato per anni esatti nel guinness dei primati del wikipedia riportata come la pi grande enciclopedia al mondo,Italian
il marzo con oltre edizioni locali ha raggiunto i milioni di voci che erano raddoppiate il novembre e triplicate nel giro dei tre anni successivi superando nel i milioni di voci,Italian
a settembre le edizioni di wikipedia con pi di voci erano divenute scritte in altrettante lingue di cui superavano il milione,Italian
l obiettivo di wikipedia creare un enciclopedia libera ovvero liberamente accessibile a contenuto libero aperto e universale in termini di ampiezza di argomenti trattati,Italian
wikipedia stata descritta da jimmy wales uno dei suoi fondatori come uno sforzo per creare e distribuire un enciclopedia libera della pi alta qualit possibile a ogni singola persona sul pianeta nella sua propria lingua wikipedia nelle intenzioni di wales doveva raggiungere nel lungo termine una qualit pari o migliore dell enciclopedia britannica ed essere pubblicata anche su carta,Italian
il progetto ambizioso ma realistico si colloca dunque nell ambito della condivisione della conoscenza e della cultura partecipativa sfruttando la cosiddetta intelligenza collettiva sulla base delle regole d uso e di contribuzione espresse dall enciclopedia stessa,Italian
in quanto enciclopedia a carattere universale o generalista wikipedia tratta voci di molti argomenti diversi,Italian
le voci sono organizzate in categorie tematiche i temi generali sono generalmente illustrati da portali e coordinati tramite progetti,Italian
l enciclopedia completamente gratuita e priva di pubblicit in linea con i suoi principi base il suo sostentamento dovuto unicamente alle libere donazioni degli utenti grazie a una raccolta fondi avviata ogni anno dalla wikimedia foundation,Italian
il logo ufficiale di wikipedia una sfera quasi completa costruita con pezzi di puzzle che riportano caratteri di vari alfabeti a simboleggiare il mondo e una conoscenza globale in costruzione a disposizione di tutti,Italian
su internet esistono o sono esistiti molti altri progetti enciclopedici,Italian
in generale dispongono di una linea editoriale stabilita e fanno uso delle tradizionali politiche sulla propriet intellettuale dei contenuti come per esempio l enciclopedia stanford di filosofia compilata da esperti,Italian
siti web pi informali come hg o everything servono come guide generali le cui voci sono scritte e controllate da persone comuni,Italian
progetti come wikipedia susning nu e la enciclopedia libre sono invece wiki le cui voci sono sviluppate da numerosi autori e in cui non esiste alcun processo formale di revisione,Italian
wikipedia il primo e pi grande di questi wiki enciclopedici per numero di voci,Italian
a differenza delle enciclopedie che l hanno preceduta il contenuto di wikipedia distribuito con una licenza libera,Italian
wikipedia pubblicata in lingue differenti di cui circa attive e contiene voci sia sugli argomenti propri di una tradizionale enciclopedia sia su quelli di almanacchi dizionari geografici e specialistici,Italian
il suo scopo quello di raccogliere dati informazioni e descrizioni creando e distribuendo al pubblico un enciclopedia libera gratuita e sempre pi ricca di contenuti,Italian
le varie edizioni in lingua sono sviluppate indipendentemente l una dall altra ovvero non sono vincolate ai contenuti presenti nelle altre ma sono tenute unicamente al rispetto delle linee guida generali del progetto come il punto di vista neutrale,Italian
i testi delle voci e i contenuti multimediali tuttavia sono spesso condivisi tra le varie edizioni i primi grazie alle traduzioni i secondi attraverso il progetto condiviso chiamato wikimedia commons,Italian
le voci tradotte rappresentano una percentuale relativamente piccola di quelle presenti in ciascuna edizione,Italian
le edizioni in lingua tedesca quella in lingua italiana e una selezione di voci tratte dalla versione in lingua inglese sono state distribuite anche su compact disc e dvd mentre di molte edizioni sono stati creati dei mirror online o dei progetti derivati,Italian
ad agosto wikipedia conteneva in totale pi di milioni di voci in totale oltre milioni di pagine modificate oltre miliardi di volte e contava oltre milioni di utenti registrati,Italian
wikipedia uno dei dieci siti pi visitati al mondo oscillando nel tra il sesto e il settimo posto nella classifica mondiale riceve infatti oltre milioni di visitatori unici al mese a settembre,Italian
che sito si intende,Italian
wikipedia org en wikipedia org o tutte le edizioni linguistiche assieme,Italian
le voci di wikipedia sono spesso citate dai mass media tradizionali e da istituti accademici,Italian
l enciclopedia partecipata mi preoccupa meno la uso regolarmente e trovo che la qualit e l affidabilit delle informazioni sia notevole,Italian
qualche problema c solo quando il soggetto estremamente controverso,Italian
in questo caso la neutralit e le reciproche obiezioni spingono verso il minimo comun denominatore e bisogna accontentarsi,Italian
ma questo inevitabile e in fondo accadeva gi con le enciclopedie tradizionali la caratteristica primaria di wikipedia il fatto che d la possibilit a chiunque di collaborare utilizzando un sistema di modifica e pubblicazione aperto che si appoggia su una piattaforma wiki mediawiki,Italian
in altri termini essa curata da volontari ovvero le pagine possono essere modificate da chiunque e non c un comitato di redazione n alcun controllo preventivo sul contenuto inviato,Italian
in particolare essa si basa sul diritto di citazione come testimonianza di attendibilit dei contenuti presenti che citino dunque la fonte di origine classificandosi dunque come fonte terziaria,Italian
la registrazione non obbligatoria ma consigliata,Italian
a causa della sua natura aperta vandalismi e imprecisioni sono problemi riscontrabili in wikipedia,Italian
il miglioramento dell enciclopedia dovuto unicamente al continuo apporto di contributi sia in termini di nuovi contenuti che di revisioni degli stessi della forma e della formattazione secondo le linee guida da parte di tutti gli utenti volontari,Italian
caratteristica delle voci di wikipedia inoltre l avere frequenti collegamenti ipertestuali ad altre voci dell enciclopedia che permettono una facile navigazione nel portale e un pi facile approfondimento di altre voci con uno stile dunque che ricorda il web o web statico mentre di fatto la piattaforma mediawiki appartiene al web o web dinamico,Italian
tutte le voci sono comunemente rintracciabili tramite ricerca web con google che solitamente indicizza tra le prime posizioni ma l enciclopedia pu essere vista come un vero e proprio portale web il cui accesso dalla pagina principale che fornisce in primo piano una voce del giorno una voce di qualit ricorrenze del giorno un motore di ricerca interno ecc,Italian
le foto delle varie voci provengono dal progetto wikimedia commons sui cui vengono caricate e poi richiamate nelle voci di wikipedia,Italian
per garantire tale progresso wikipedia si fonda su cinque pilastri sulle seguenti linee guida volte ad identificare quali tipi di informazioni siano adatte a esservi inserite e su un codice di comportamento detto wikiquette,Italian
ad esse si fa spesso riferimento nelle dispute per decidere se un particolare contenuto debba essere aggiunto rivisto trasferito ad un progetto affine oppure rimosso,Italian
uno dei principi alla base di wikipedia il punto di vista neutrale secondo il quale ad esempio le opinioni presentate da personaggi importanti o da opere letterarie vengono riassunte senza tentare di determinarne una verit oggettiva,Italian
le edizioni di wikipedia contengono spesso anche uno sportello informazioni in cui la comunit risponde alle domande tecniche degli utenti,Italian
originariamente pubblicata sotto la licenza libera gfdl dal giugno migrata alla licenza creative commons by sa pi compatibile con gli scopi e gli usi di wikipedia e in generale dei progetti wikimedia le licenze creative commons non esistevano nel alla nascita del progetto,Italian
il cambiamento di licenza stato sottoposto a votazione della comunit,Italian
la licenza sotto la quale le voci di wikipedia sono rese disponibili una delle molte licenze di copyright di tipo permissivo ma dal copyleft di tipo forte in quanto permette la redistribuzione la creazione di opere derivate e l uso commerciale del contenuto a condizione che si mantenga l attribuzione agli autori e che il contenuto rimanga disponibile sotto la stessa licenza,Italian
quando un utente contribuisce al progetto con materiale originale i diritti d autore rimangono in suo possesso ma egli acconsente a concedere la propria opera sotto la licenza libera,Italian
il materiale di wikipedia pu quindi essere distribuito a o incorporato da fonti che a loro volta usino questa licenza,Italian
del contenuto di wikipedia sono stati creati numerosi mirror o progetti derivati a partire da copie dei database,Italian
sebbene tutti i testi siano disponibili sotto la stessa licenza una percentuale significativa di immagini e suoni in wikipedia non sono liberi elementi come loghi aziendali saggi testi di canzoni o foto giornalistiche protette da copyright sono usate con una rivendicazione di fair use tuttavia in alcuni paesi il concetto di fair use non presente nel corpo legislativo e quindi opere che contenessero questi elementi potrebbero essere inammissibili,Italian
wikipedia ha ricevuto anche del materiale a condizione che non si possano produrre lavori derivati o che possa essere usato solo all interno di wikipedia,Italian
alcune edizioni comunque accettano solo contenuti multimediali liberi da copyright,Italian
wikipedia condivide le risorse software e hardware con gli altri progetti della wikimedia foundation in particolare il motore che interpreta il markup delle pagine mediawiki e i server su cui sono salvati i database che contengono le pagine dell enciclopedia,Italian
a maggio sono presenti diverse edizioni linguistiche di wikipedia di cui attive,Italian
la versione in lingua italiana di wikipedia soprannominata it wiki ed nata a maggio del sotto il nome a dominio di terzo livello it wikipedia org,Italian
nel nascono le wikipedia in latino e in occitano,Italian
ad aprile nasce la wikipedia in sardo poi a ottobre la wikipedia in siciliano a gennaio la wikipedia in friulano e a seguire nel corso del le versioni linguistiche in corso napoletano romancio veneto e lombardo,Italian
nel sono nate poi le edizioni in ligure piemontese francoprovenzale e tarantino,Italian
nel nata quella in emiliano e romagnolo,Italian
la creazione della wikipedia in lingua ladina stata in fase di test fino al quando stata resa operativa,Italian
il nome wikipedia composto dal prefisso wiki dall hawaiano wiki veloce e dal suffisso pedia dal greco antico paideia formazione,Italian
il progetto non prevede una pronuncia ufficiale del suo nome proprio ma lascia libert di pronunciarlo secondo le proprie preferenze,Italian
la pronuncia vichiped a sarebbe preferibile in quanto linguisticamente pi integrata considerando la pronuncia consolidata in lingua italiana del suffisso ped a ped a pe dia come in enciclopedia e la pronuncia consolidata della lettera w di wiki v chi viki come in wafer o wc,Italian
anche l accademia della crusca si espressa analogamente in pi occasioni,Italian
le pronunce anglicizzanti o inglesi italianizzate meno integrate nel sistema linguistico dell italiano sono tuttavia diffuse,Italian
il dizionario di pronuncia italiana di luciano canepari uniformandosi alla pronuncia inglese riporta wiki p dja uichip dia come forma primaria wiki pidja uichip dia come accettabile e wikipe dia uichiped a come pronuncia intenzionale per fare sfoggio,Italian
in inglese si dice comunemente w ki pi di o wi ki pi di ma non esiste una pronuncia ufficiale,Italian
wikipedia non regolata da alcun comitato di redazione centrale le sue voci sono scritte spontaneamente da centinaia di migliaia di volontari non remunerati n iscritti ad associazioni che si organizzano autonomamente stabilendo da soli le regole interne e lo svolgimento degli argomenti nelle voci,Italian
wikipedia infatti costruita sulla convinzione che la collaborazione tra gli utenti possa nel tempo migliorare le voci pi o meno nello stesso spirito con cui viene sviluppato il software libero,Italian
nel caso del software se libero chiunque pu prelevarne i sorgenti modificarli e ridistribuirli eppure solitamente i programmatori si limitano a proporre alcune modifiche agli autori i quali le adottano oppure no a loro insindacabile giudizio,Italian
le voci sono sempre aperte alle modifiche tranne quando vengono protette a tempo determinato a causa di vandalismi o edit war e non si dichiara mai conclusa la stesura di una voce,Italian
accade che alcuni utenti provino a inserire informazioni malevole o goliardiche ma enciclopedicamente irrilevanti che vengono generalmente rimosse prontamente da altri utenti,Italian
questo tipo di modifiche in gergo chiamato vandalismo,Italian
wikipedia mantiene un approccio ottimistico sulla bont delle modifiche proposte tutti coloro che visitano il sito di wikipedia hanno la possibilit di creare o modificare una voce e vedere pubblicate all istante le loro modifiche,Italian
gli autori delle voci che non devono avere necessariamente alcuna competenza o qualifica formale sugli argomenti trattati ma devono basare le proprie pubblicazioni su fonti autorevoli sono per avvertiti che i loro contributi possono essere cancellati o a loro volta modificati e redistribuiti da chiunque nei termini della licenza e delle linee guida interne a wikipedia,Italian
le voci sono controllate dalla comunit con il supporto di un gruppo di amministratori che svolgono alcune azioni tecniche,Italian
